1.5949	279.21	279.21	279.21
1.5926	279.25	279.25	279.25
1.5901	279.29	279.29	279.29
1.5876	279.33	279.33	279.33
1.585	279.37	279.37	279.37
1.5828	279.41	279.41	279.41
1.5803	279.45	279.45	279.45
1.5778	279.49	279.49	279.49
1.5753	279.53	279.53	279.53
1.5731	279.57	279.57	279.57
1.5706	279.61	279.61	279.61
1.5681	279.65	279.65	279.65
1.5657	279.69	279.69	279.69
1.5635	279.73	279.73	279.73
1.561	279.77	279.77	279.77
1.5586	279.81	279.81	279.81
1.5562	279.85	279.85	279.85
1.5538	279.89	279.89	279.89
1.5516	279.92	279.92	279.92
1.5492	279.96	279.96	279.96
1.5468	280	280	280
1.5444	280.04	280.04	280.04
1.5423	280.07	280.07	280.07
1.5399	280.11	280.11	280.11
1.5375	280.15	280.15	280.15
1.5352	280.19	280.19	280.19
1.533	280.22	280.22	280.22
1.5307	280.26	280.26	280.26
1.5284	280.3	280.3	280.3
1.526	280.34	280.34	280.34
1.5237	280.38	280.38	280.38
1.5216	280.41	280.41	280.41
1.5193	280.46	280.46	280.46
1.517	280.5	280.5	280.5
1.5147	280.54	280.54	280.54
1.5126	280.58	280.58	280.58
1.5104	280.64	280.64	280.64
1.5081	280.69	280.69	280.69
1.5058	280.75	280.75	280.75
1.5038	280.81	280.81	280.81
1.5015	280.89	280.89	280.89
1.4993	280.99	280.99	280.99
1.497	281.09	281.09	281.09
1.495	281.21	281.21	281.21
1.4928	281.35	281.35	281.35
1.4905	281.51	281.51	281.51
1.4883	281.68	281.68	281.68
1.4861	281.85	281.85	281.85
1.4841	281.99	281.99	281.99
1.4819	282.11	282.11	282.11
1.4797	282.19	282.19	282.19
1.4775	282.24	282.24	282.24
1.4756	282.25	282.25	282.25
1.4734	282.25	282.25	282.25
1.4712	282.23	282.23	282.23
1.4691	282.21	282.21	282.21
1.4671	282.19	282.19	282.19
1.465	282.18	282.18	282.18
1.4628	282.16	282.16	282.16
1.4607	282.15	282.15	282.15
1.4588	282.14	282.14	282.14
1.4567	282.13	282.13	282.13
1.4546	282.13	282.13	282.13
1.4524	282.14	282.14	282.14
1.4503	282.14	282.14	282.14
1.4484	282.15	282.15	282.15
1.4463	282.16	282.16	282.16
1.4443	282.17	282.17	282.17
1.4422	282.19	282.19	282.19
1.4403	282.2	282.2	282.2
1.4382	282.22	282.22	282.22
1.4362	282.23	282.23	282.23
1.4341	282.25	282.25	282.25
1.4323	282.27	282.27	282.27
1.4302	282.29	282.29	282.29
1.4282	282.31	282.31	282.31
1.4261	282.33	282.33	282.33
1.4243	282.35	282.35	282.35
1.4223	282.38	282.38	282.38
1.4203	282.4	282.4	282.4
1.4182	282.42	282.42	282.42
1.4162	282.44	282.44	282.44
1.4144	282.47	282.47	282.47
1.4124	282.49	282.49	282.49
1.4104	282.51	282.51	282.51
1.4085	282.54	282.54	282.54
1.4067	282.56	282.56	282.56
1.4047	282.59	282.59	282.59
1.4027	282.61	282.61	282.61
1.4008	282.63	282.63	282.63
1.399	282.66	282.66	282.66
1.397	282.68	282.68	282.68
1.3951	282.71	282.71	282.71
1.3932	282.73	282.73	282.73
1.3912	282.76	282.76	282.76
1.3895	282.78	282.78	282.78
1.3875	282.81	282.81	282.81
1.3856	282.83	282.83	282.83
1.3837	282.86	282.86	282.86
1.382	282.88	282.88	282.88
1.3801	282.91	282.91	282.91
1.3782	282.93	282.93	282.93
1.3763	282.96	282.96	282.96
1.3746	282.98	282.98	282.98
1.3727	283.01	283.01	283.01
1.3708	283.03	283.03	283.03
1.3689	283.06	283.06	283.06
1.3672	283.08	283.08	283.08
1.3654	283.11	283.11	283.11
1.3635	283.13	283.13	283.13
1.3617	283.16	283.16	283.16
1.3598	283.19	283.19	283.19
1.3581	283.21	283.21	283.21
1.3563	283.24	283.24	283.24
1.3545	283.27	283.27	283.27
1.3526	283.3	283.3	283.3
1.351	283.33	283.33	283.33
1.3492	283.36	283.36	283.36
1.3474	283.39	283.39	283.39
1.3455	283.43	283.43	283.43
1.3439	283.46	283.46	283.46
1.3421	283.5	283.5	283.5
1.3403	283.54	283.54	283.54
1.3385	283.58	283.58	283.58
1.3369	283.63	283.63	283.63
1.3351	283.68	283.68	283.68
1.3333	283.73	283.73	283.73
1.3316	283.8	283.8	283.8
1.3298	283.86	283.86	283.86
1.3282	283.93	283.93	283.93
1.3264	284	284	284
1.3247	284.08	284.08	284.08
1.3229	284.15	284.15	284.15
1.3214	284.21	284.21	284.21
1.3196	284.27	284.27	284.27
1.3179	284.33	284.33	284.33
1.3161	284.37	284.37	284.37
1.3146	284.39	284.39	284.39
1.3129	284.41	284.41	284.41
1.3111	284.42	284.42	284.42
1.3094	284.43	284.43	284.43
1.3079	284.43	284.43	284.43
1.3062	284.42	284.42	284.42
1.3045	284.42	284.42	284.42
1.3028	284.41	284.41	284.41
1.3011	284.41	284.41	284.41
1.2996	284.41	284.41	284.41
1.2979	284.41	284.41	284.41
1.2962	284.41	284.41	284.41
1.2945	284.41	284.41	284.41
1.293	284.41	284.41	284.41
1.2913	284.42	284.42	284.42
1.2897	284.42	284.42	284.42
1.288	284.43	284.43	284.43
1.2865	284.44	284.44	284.44
1.2849	284.45	284.45	284.45
1.2832	284.46	284.46	284.46
1.2816	284.47	284.47	284.47
1.2799	284.48	284.48	284.48
1.2785	284.49	284.49	284.49
1.2768	284.5	284.5	284.5
1.2752	284.51	284.51	284.51
1.2736	284.53	284.53	284.53
1.2721	284.54	284.54	284.54
1.2705	284.56	284.56	284.56
1.2689	284.57	284.57	284.57
1.2673	284.58	284.58	284.58
1.2658	284.6	284.6	284.6
1.2642	284.61	284.61	284.61
1.2626	284.63	284.63	284.63
1.261	284.65	284.65	284.65
1.2596	284.66	284.66	284.66
1.258	284.68	284.68	284.68
1.2564	284.69	284.69	284.69
1.2549	284.71	284.71	284.71
1.2533	284.73	284.73	284.73
1.2519	284.74	284.74	284.74
1.2503	284.76	284.76	284.76
1.2488	284.78	284.78	284.78
1.2472	284.8	284.8	284.8
1.2458	284.81	284.81	284.81
1.2443	284.83	284.83	284.83
1.2427	284.85	284.85	284.85
1.2412	284.87	284.87	284.87
1.2398	284.89	284.89	284.89
1.2382	284.9	284.9	284.9
1.2367	284.92	284.92	284.92
1.2352	284.94	284.94	284.94
1.2338	284.96	284.96	284.96
1.2323	284.98	284.98	284.98
1.2308	285	285	285
1.2293	285.03	285.03	285.03
